review,rating
lebih murah dari yang lainya,5
mntap,5
"banyak penipu di e-commerce ini, jangan install",1
bagus,5
"ganti tu rekomendasi expedisinya ,. jangan kau pake ID express. pengiriman lelet bgt , g jelas resinya , g tanggung jwb kalau barang ilang . respon CS minus juga. apa bagusnya expedisi ID express , orang banyak minusnya masih aj di pake . makin sepi kau pengguna Tokopedia.",1
ngga bisa upload produk di Tokopedia seller.. keterangan selalu params is empty.. maksudnya gimana? penjelasan nya nggak ada... gimana nihh solusi nya?,3
"Dear developer Tokopedia, kalo mau niat aplikasinya lebih maju dibandingkan si oren gampang gausah neko neko, kasih suplai diskon ongkir buat pengiriman, cekek banget ongkirnya kalian, harga murah ongkir cekek padahal mitra ekspedisi sama kayak si oren, inimah ongkir bahkan ampe 20 persen dari harga barang udah gak waras banget, udah 11 12 kayak official web store suatu produk😂",1
makin kesini makin parah barang ga di respon oleh penjual sudah 3 hari minta di batalkan malah harus nunggu sampai nunggu tgl 9 kenapa ga 1 tahun sekalian bikin malas pakai toko pedia lagi,1
aplikasi yg sangat bermanfaat,5
ok,5
bagus lh tokopedia tpi cod banyak tidak ada dan ongkir terlalu mahal,5
"cuma ada di tokopedia pedagang kirim barang seenak dengkunya, di kirim di batas waktu akhir. Saya tdk pernah mengalami hal semacam ini di shopee.",1
mantab,5
mantap 👍,5
Mudah penggunaan nya dan Sangat membantu ...,5
tolong dibenerin lagi pengirimannya pesen dari dua hari lalu tapi gaada update di proses mulu,2
voucher tiap mau di check out lgsg tiba tiba gabisa di pake,1
bayar ditempat toko pedia harus ad biar bisa bersaing dengan aplikasi oren,5
good,5
"Tolong dong itu pihak tokped bilangin sama pihak kurir atau ekspedisi nya jangan lama lama, sudah 5 hari paket saya belum di pick up sama kurir jadinya ya ga jalan tu paket, Biasanya ga gini ini malah lemot banget buat pick up nya",1
"makin kesini pengiriman barang lama banget,,ga kaya di toko sebelah.misal pesan tanggal 5 ampe tanggal 7 barang belum jg di kirim.hadeuh bikin kapok belanja jg.",1
"ini apk eror kah? mau chek out juga ada tulisan eror ,",2
kecewa Paylater nya di blok padahal belum pernah nunggak,1
tiba tiba di batalkan terus udah ganti akun juga sama aja,1
Min ini lagi gangguan kah? kok gagal mulu. keterangan sedang bermasalah terus,3
di buat trasaksi cod tdk bisa,2
"tolong pihak tokopedia hilangkan seller² sampah yang merugikan masarakat, dan dari pihak J&T juga tidak bisa menyaring paket sampah yang di kirimnya.",1
pengalaman belanjanya menarik,5
"tokopedia sangat membantu utk mencari produk2 secara online, lebih aman",5
"knapa uang di dana saya hangus di ambil ke toko pedia ka pdahal sya gak pesen apa"" .apaa bsa di kembalikan ka",2
top,5
"pengiriman lama asw di toko sebelah kaga perasaan, tolong pengembalian dana nya dibuat langsung otomatis!",1
banyak promo tapi pengiriman lemot...,3
banyak bonusnya,5
baguussss,5
aplikasi gak nisa terinstal pdahal memori masih tersedia lebih dari 1 gb,3
"baru pertama saya belanja di aplikasi ini produk ga nyampe,entah gimana sistem nya,skor saya di online ko jadi jelek yah, padahal kurir antar k alamat tujuan nya yang sialan,bego ga ketemu alamat saya masa produk belanjaan saya di retur,di kembalikan lagi ke toko,nyampe juga belum ke alamat saya",2
mantapp,5
"pengiriman lemot..udah seminggu lebih stuck di kurir ga gerak.. beda sama sebelah, selalu tepat sama estimasi waktu yang ditentukan",1
pelayan toko sih ok...sYang sekali yg di andalkan ya pengiriman..dan nilai nya jeblok parah total..tolong di perbaiki total,1
selalu di PHP in dgn promo sampah,1
"keren toped 1 aplikasi dengan berbagai kemudahan belanja dan pembayaran, kalo bisa saya kasih saran tolong dong buat pelacakan pengiriman di kasih tau posisi yg tepat seperti dalam maps itu aja sih selebihnya oke",5
baik,5
"kasih bintang 2 dulu, udah ga re amah buat hp kentang, sering nge freezer macet",2
paket lambat sekali pas mau beli estimasi sampainya besok pas udah beli berubah estimasi nya uda 3 kali berturut-turut pengiriman lambat sekali lagi barang terlambat saya bakal pindah platform,1
banyak sekali produk yang non cod saya takut barang nya tidak sesuai pesanan,4
goood,5
goood.Mudahan Lebih turboo 🏀🚀,5
sangat baik,5
Baik sekali,5
Error di huawei pad,5
CS BALES LAMA DAN SEMUA KERJANYA LELET MAU REFUND AJA RIBET DAN SETELAHNYA SEMUANYA SELESAI DUITNYA GK KUNJUNG DIBALIKIN,1
Pemula menggunakan Aplikasi ini,4
"tolong untuk seller penjual barang palsu yang tidak sesuai deskripsi harus ditindak oleh tokopedia, supaya para pengguna tokopedia nyaman berbelanja disini",4
ok,5
pesanan dibatalkan sistem tapi saldo bonus tidak di refund rugi 370k saldo bonus hasil ngumpulin harusnya balik lagi saldo bonusnya bukan malah di korupsi sama sistem tokped,1
usia saya 40 tahun sudah pakai paylater kenapa ga bisa beli produk 21+,2
coba daftar affiliate tapi internal server error terus :(,2
aplikasi oke,5
good...,5
Bagus,5
"aplikasi sampah, dana saya tidak kembali setelah 1 bulan proses refund. dan tidak ada kemajuan",1
"tokped sekarang pelit banget najis dlu mah sering bnyk kupon diskon gede tiap bulan sekali, skrg boro boro cmn ada kupon gratis ongkir doang wkwkwk sorry gua turunin bintangnya soalnya tokped jadi pelit semenjak kerja sama sm tiktok",2
aplikasi bagus tapi saya minta pengirimannya itu lebih cepat lagi ya,5
mantap👍,5
okay ini menyebalkan karna saya rencana nya saya mau pesan case harganya 12.900 kan aku udah mau langsung beli.. pas kulihat harganya Rp. 100.000 keatas heran 😭 barangnya cuman 12.900 kok bisa jadi 100 ribu.. tolong ya ongkir nya sangat ² diluar nurul,4
ok bgt,5
hey saya udah nerima paket dari lama tapi di status masih dalam pengiriman anjir apaan dah! mana gue di chat sama kulir di situ gue kaget kok paket gue masih di kirim padahal udah,1
"Tidak ada lagi kupon diskon tidak ada gratis ongkir jadi lawak gini ini e-commerce, uninstall si ijo pindah ke shopee lebih bagus banyak promo ada gratis ongkir Rp.0",1
bagus,4
tolong tokped Banyak penjual penipu blm jg d urus. Satu2nya guna nya marketplace ya jd perantara yg fair dong. Kalau pembeli ada terima penipuan ya marketplacenya bantu biar g d rugiin. Nyesel bgt sumpah pakai ini aplikasi. Ngerugiin bgt. Gk kaya si oren sekali komplain lgsung d proses cpt selesai cs fast respon. Lah cs lukemana semua. Plis netizen ygbaca g usah lg pakai2 apk ijo ini. Banyak penipu tp marketplace g bisa bantu apa2 meskipun refund malah di peribet. Resi d tolak sama kurir.,1
aplikasi udah error ga bisa masuk akun tim IT bermasalah,1
"Kurang suka sama tokped, gatau kenapa yah setiap order barang pasti kelamaan(telat) 1/2 hari bahkan kadang suka lebih, jadi kurang aja gitu nunggunya kelamaan",2
bagus ori,5
"aplikasi keren,bagus,cepat dan banyak promo",5
lama datangnya,2
Aplikasinya tambah besar tambah lemot,1
sangat mudah pemakaian apk ini,5
"cara kerja nya aneh, Barang ilang, dana refund ga jelas, costomer care ngasih jawaban yang ga ngebantu sama sekali! cukup sampe sini pake tokped!",1
coba ganti itu orang2 tokopedia care chat jam 10 pagi di bales jam 1 malem??? orang2 males itu yg kerja.. itubyg gak bener tokopedia care.. ngapain hub lagi!! ganti orang2 nya!!! gak pada niat kerja!!,1
baik dan bermutu,5
mudah untuk transaksi,5
mantap,5
oke lah,5
ok,5
"KAPOK BELANJA DI SINI, PENJUAL GAK AMANAH MLULU, MAU RETURN AJH RIBET tolong identitas penjual data dlu, kalau Gak Bener BLOKIR dri aplikasi",1
okey lah,5
"satu bintang ilang cuman karna nambahin expedisi id express, sumpah expedisi terburuk, sudah banyak orang yang komplain kenapa ga di notice dan masih di pakai itu id express.",4
Mantap,5
sangat oke pelayanan tokpet,5
bagus cuman oknum j&t sangat lambat kirim alasan banyak barang dalam gudangnya,4
mantapp bos...pelayanan nya,5
"Jualan disini Rugi Besar. Suruh digabungin sama tts, tapi gak bisa dilepas lagi. chat gak berurutan, barang banyak ditolak potongan besar, untung cuma 30rb potongannya 31rb, Tambah lagi waktu penyelesaian pesanan diperpanjang jadi 6 hari, ini kurang mendukung UMKM karna modal tidak bisa cepat diputar. lalu kurirnya gak mau pickup. Buruk banget deh pokonya.",1
banyak yang ngeluh barang nya jelek dan ga sesuai pesanan kecewa sangat,1
mantap,5
waktu pengiriman yang lama dan tidak sesuai pesanan,1
mantap,5
"dapet barang cacat, seller ga respon. minta di return dengan pilihan pickup muncul notifikasi ga bisa pickup dan di suruh pilih selain pickup, udah gitu ga ada menu buat mengajukan komplain ulang. kecewa",1
aplikasi ini makin kesini makin kacau ngga bisa ngurus toko yang jualan masa ngirim barang dari tanggal 1 - 13 belum nympe juga,1
aplikasi macam apa nihh kok gak ada fitur chat cs nya dan lebih lengkap aplikasi shoppe maupun lazada,1
"barang belum datang melebihi tanggal yg ditentukan. tapi komplainnya, nunggu 2 hari. apa-apaan ini?",1
nomor hp ga aktif aja GK bisa diubah aneh,1
jos,4
"pengiriman lama dan klo gratis ongkir pesanan tiba² di batalkan dan ga ad info, gimana mau berkembang klo begini bae, padahal sya suka paken apk tokopedia",1
chat csf aja gak bisa buat laporan masalah akun anehh,1
apk gak jelas,1
"sampah, dia yg kasih promo, pas mau check out ga bisa aplikasi lawak",1
siip,5
keren,5
"sejauh ini aplikasi nya bagus si ok,tapi pengiriman nya itu loh lambat bngt bahkan sampe 1 Minggu baru nyampe, tolong dong walopun ada event gratis ongkir tpi kecepatan pengiriman nya jangan selambat itu...",3
alhamdulilah belanja di tokopedia pennngirimannya cepat,5
suara nya berbalik,1
baguss,5
mantap,4
Gratis ongkir min. 10rbubya setiap tanggal 25 gokilll banget mantuuuuul,5
Belajar banyak sama shopee ya. Udah best tu shopee. pencarian barangnya susah sekali,3
Layanan Pengiriman pilihan lebih bervariasi lagi,5
pengiriman dari tokopedia entah kenapa selalu paling lambat sangat sangat lambat dibandingkan dengan toko sebelah dan sama sekali gk ada perubahan.,1
bagus,5
"kak tolong kalau penjual sudah tidak aktif lama langsung di blokir aja masak aku pesen instan 3 jam, sudah tiga hari tidak terkirim",1
aplikasi nya bermanfaat bagi saya,5
TOLONG LAH HAPUS PENGIRIMAN SI CEPAT DARI REKOMENDASI TOKPED KARENA SANGAT2 MENGECEWAKAN!! MASA IYA BARANG SAYA SUDAH SAMPAI DI KOTA TUJUAN DARI HARI JUMAT SAMPAI SEKARANG GA DIANTAR2 KERUMAH??!!! SANGAT TIDAK REKOMEN BANGET SI CEPAT INI!! SUDAH BANYAK KORBANYA KENAPA MASIH DIPERTAHANKAN??!!! JANGAN BUAT KAMI KECEWA DENGAN TOKPED HANYA KARENA PELAYANAN PENGIRIMAN SI CEPAT YANG SUPER LELET INI!! TOLONG SECEPATNYA HAPUS SI CEPAT DAN JANGAN DIREKOMENDASIKAN LAGI!!!!,3
pas aku pakek apk ini kok ngelek terus gamarnya putih terus dan ada peringatan nya tokopedia tidak menanggapi 😥🤔,2
belanja di tokopedia sih bagus kekurangan nya hanya dlm pengiriman ada yg cepat ada yg lama selain itu kurir jarang telp atau wa penerima paket dan sering pengiriman ulang .pada hal penerima ada di tempat .masalah nya di pengiriman jika langsung diantar di kirim oleh lapak ke jasa pengiriman lebih cepat jika nunggu di ambil jasa pengiriman lama krn numpuk di gudang jasa pengiriman .selain itu no telp atau whatsapp kurir juga tdk ada coba kalau ada penerima bisa hubungi kurir nya langsung,5
toko pedia memang bagus,5
pengiriman lamban,3
👍,5
"pelayanan lambat, gak ada fitur live chat adanya ribet doank",1
sangat cepat peng operasuannya,5
good,5
"Minta alamat lengkap kepada penjual tatepi tidak direspon, penjualnya penipu, saya merasa kecewa dengan Tokopedia, saya banyak menemukan penjual yang menipu, tolong di perbaiki lagi, Terimakasih Tampilkan kutipan teks",2
Customer service tidak ada jawaban samsek,1
sangat jelek,1
"fitur gratis ongki nya HOAX,PAS CHECKOUT tetap bayar ongkir,, kalaupun ada bukan gratis,,tapi diskon/potongan,,.heh.. lo bisa bedain ga mana gratis mana diskon? itu label gratis ongkir buat apa ada.. gak berguna tau gak",1
cs nya lama kalau di respon,2
kecewa stiap saya beli barang di batalin sistem terus,1
mantap,5
Saya suka barangnya lengkap dan produk2nya original.. cuma saran metode penggabungan pembayaran bisa diaktifkan kembali seperti pembayaran gopay dengan VA dan lainnya,5
"barang tidak sampai estimasi barang sampai 24 Maret dan sy komplain Tokopedia care tpi jawaban menunggu tgl 3april dan sy menunggu lgi setelah 4april barang tdk sampai sy komplain lgi disuruh tunggu sampai 8april dan sy tunggu lgi Samapi tgl 12 April tdk sampai disuruh tunggu lgi,kayanya tdk ada kepastian yg jelas",1
sejak gabung sama apk pembodohan jadi banyak sampah yg di jual banyak beli yg ga bisa di pakai dah lah mending kek dulu lagi jangan gabung2??,1
sangat bagus,5
9 Mei 2025 pelepasan dana seminggu dan tinggal tunggu saja 9 Mei 2026 pelepasan aplikasi tokopedia di tiap ponsel pengguna seperti bukalapak.,1
platform geblah gebloh,3
mantap,5
ok lah pko nya mah,5
aplikasi beberapa hari sekali keluar akun,1
Katanya pengiriman sameday tapi kenapa udah 4Hari ga sampe2 ....belanja dsini mengecewakan,4
bagus,5
katanya pengguna baru ad gratisan kok GK ada,1
ribet belanja disini,1
ok,5
pembayaran cepat,5
jos,4
terimakasih Tokped,5
"komplain BRG blm sampai, nunggu investigasi .eh bsoknya d transaksi tertulis selesai alias sudah terkirim, tp itu BKN fto rmh saya.",1
tokped mudah dan aman,5
bagai mana cara buat akun Tokopedia....? kok sekarang tidak bisa,5
Banyak promo diskon,5
banyakin diskon dan promo.,5
ok mantaf,5
semogga semua orang banyak disukai tentang apk ini amin,2
good,5
mantap,4
mempermudah,5
"order barang kena ongkir 46500 barang belum di pick up sama sekali lalu di batalkan penjual, dana ongkir 46500 ga balik, ajuin di CS tokopediacare kebanyakan di balas mesin, giliran di balas saya kirim2 bukti detail screenshot nya, eh balasannya suruh nunggu, di cat lagi balasannya pun sama rungu & nunggu, sudah hampir 1 bulan ga kelar2, ya sudah saya ikhlasin saja. KAPOK BELANJA DI TOKOPEDIA atau bahasa FB tokped atau toko ijo mata duitan suka nilap duit orang",1
sangat penting,5
Ok sip Tlkopedia,5
oke,4
ngeri ongkirnya disini. mending di toko orange,1
"Pelayanan nya lelet kaya return aja harus tunggu brp lama ga kaya yg lain langsung otomatis kalo return barang atau dana langsung masuk ini mah harus nunggu dulu, kasus emang penangan nya bikin emosi lama ga gercep udh mah mahal lg harga belanja nya, tolong dong diperbaiki kinerja tokopedia ini jgn kaya gini, kaya anggepan penipuan nama nya nti nya!!!",2
baik,5
TIAP NGIRIM GAMBAR DI CHAT CRASH MULU SATTTT,1
toopp,5
baik,5
saya sebagai seller merasa dirugikan kenapa pesanan selesai uangnya masih ditahan. pakai alasan keamanan. mau merampok ya,1
bisa belanja dengan mudah dan cepat,5
oi kenapa gw gabisa make diskonan malah di batalkan sistem kalo gak niat ngasi diskon jangan ngasi diskon,1
lagi diskon,5
sangat bagus,5
good,5
gue uninstal apk ini garagara di tipu seller tapi pihak tokped ngga ada tanggapannya!,1
Tingkatkan expedisi nya supaya ada pilihan bosku,4
tiga bintang dulu klo bagus tambah lagi,3
sekarang banyak biaya aneka macam,1
ok,5
bagus,5
"saya suka liat 2 produk d toko pedia , semoga laris manis penjualan nya ,dan tidak mengecewakan pembeli .,",5
Ada promo tapi tidak bisa dipakai. potongan 35rb tidak bisa dipakai. gratis ongkir tidak bisa dipakai. padahal belanja di atas 100rb tapi tidak gratis ongkir. emang aneh aplikasi ijo ini. Mending SHOPEE ada ongkir juga bisa pakai yang gratis Rp.0. TOKOPEDIA kalau ada Promo selalu gak bisa dipakai padahal vouchernya ada tersedia 👎👎👎👎👎👎👎,1
tempat belanja yang menyenangkan,5
"Hemat energi demi masa depan, Lifepo4 diantara kita. Semoga manfaat.",5
"ga ada problem solution dari setiap masalah yg di alami costumer, costumer care service nya ga berfungsi, ga bisa menjembatani antara costumer dan toko / seller,",1
Heran sya.... makin ke sini aplikasi sering stuck gagal menampilkan laman lapak. update udah dilakuin.... internal juga masih luas..... parah banget..... jadi y lebih suka belanja di sebelah. gak pernah gagal loading laman.....,1
biaya admin mahalll,1
"sungguh membingungkan, pesanan COD 1 hari sampai. giliran yang sudah bayar ampe 5 hari belum sampai. tolong rubah dong sistem nya. jasa ekspedisi yg tdk bagus ganti aja ga usah dipakai lagi. ini admin nya lapor ga sih kl ada komentar bintang 1, kl baca tolong naikkan ke atas biar di evaluasi lagi. kalau tidak cukup terakhir saya pesan di tokped.",1
ok bgt bsa pke dana,5
"pesanan dibatalkan sistem mulu, refund lama bet barangnya keburu abis",1
tolong tambahin fitur bayar pake QR dong biar lebih gampang lgi klo mau bayar,4
ok,5
"sedih harus hilang, kenpa mesti gabung toktok sih saya lebih suka Tokopedia dari pada tiktokshop beda jauh.",5
"beli barang murah, ongkir nya gk ada yg ngotak bjir, walopun dh pke voucher diskon, ttp aja mahal",2
mudah aplikasinya,5
"tolong Tokopedia perhatikan celah bagi seller untuk menipu barang tidak sesuai dengan deskripsi dan gambar, ketika mengajukan komplain seller mengirimkan alamat yang tidak sesuai sehingga kurir yang bertugas sulit untuk mengetahui alamat pengembalian tersebut",1
"""DIPROSES"" mulu gk di kirim2 belanja online terlama",1
jelek g ada keterangan g dichat kurir,1
bagus,5
"6 hari kerja baru cair, mengerikan",1
CSnya gak ada respon,1
saya heran kenapa ongkir toped mahal sekali padahal belanja di toko yang sama dan item gak sampai 1 kilo ongkirnya tetap di kalikan 2 apa ada caranya agar ongkir lebih hemat masa kalah sama toko oren bisa sampai mengratiskan ongkir dan juga harga masih masuk akal mohon pencerahan dari toped 🙏,1
JELEK BANGET SISTEM KOMPLAIN NYA TERLALU MENGUNTUNGKAN SELLER PADAHAL SELLER NYA YANG JUAL BARANG RUSAK.RESPON SELLER JUGA LAMBAT!!! BENERIN SISTEM NYA LAH,1
costumer servis nya slow respon,1
mantap,5
mantap bos,5
beberapa kali pesen barang dibatalkan sistem terus.. gak niat ini apk nya nggak mengedepankan costumer!,2
saya suka toped cuman Produk nya tidak lengkap.,1
"Males banget, setiap kali dapet kurir rekomendasi pasti IdExpress. setiap kali komplain juga karena barang rusak malah customer service nya jelek banget",1
bagus,5
sangat membantu ut belanja,5
ruwet,1
"BELANJA DI TOKOPEDIA PENGIRIMAN NYA SEKARANG LEBIH BURUK DARI PADA SHOPEE, PESAN BARANG DARI TGL 7 APRIL SAMPAI SEKARANG BELUM TIBA DAN TIDAK ADA UPDATE TERBARU MENGENAI POSISI BARANG NYA DIMANA, MAU CHAT COSTUMER SERVICE PUN SUSAH NYA MINTA AMPUN YANG LADENIN MALAH CHATBOT, BINTANG -10.",1
"mantap bosqu,aloxx",4
"Sekarang kalau mau ke CS susah di arahinnya cuma ke bot dan jawabannya sangat tidak membantu jadi masalah yg kita hadapi tidak bisa terselesaikan dengan baik, better e-commerce sebelah deh lebih bagus penanganan masalahnya",1
mantab,5
My XL sngt membantu sy dlm paket data.,5
kenapa saya tidak bisa login ya??? dan kenapa aplikasi terlogout sendiri?,4
"ya ampun saya kasih bintang 0 aja kalo ada, sekarang cs nya lama banget dari kemarin loh pesan saya nggak ada CS yang bales-bales, tolong ditingkatkan lagi dong ini tuh aplikasinya, saya dari kemarin tidak bisa melakukan pembelian",1
mantep,5
sudah berhasil registrasi data tp pengajuan ditolak.. jgn sampai ya data yg sdh masuk disalah gunakan min,3
Barakallahu fikum,5
aplikasi eror....,1
sangat membantu nice pokok e,5
"hapus aja deh min ekspedisi yang pakai JNE ... udah lambat, kurir malas untuk cari di google.. perasaan setiap pakai ekspedisi lain aman"" aja. kenapa kalo pakai ekspedisi JNE selalu keluhanya alamat tidak di ketemukan.. ekspedisi lain aja bisa cari lohhh Pakat aman"" aja. kurirnya buta maps kayanya",5
aplikasi buruk saya kena tipu bela ja di sini nominal 200...dan barang nya malah tidak bisa di rektur dan tidak ada tanggung jawab dari toko pedia...hati2 kalo mau menggunakan toko pedia mending ke yang lain,1
"update aplikasi selalu tidak bisa, selalu penyimpanan penuh pdhal penyimpanan nya masihh ada ruang 2 gb an, giliran install lagi masih aja tetep samaa, tolong dong diperbaikinnn miminn 🙏",1
good,5
👍👍👍👍👍,5
sangat membantu,5
saran untuk tokped..mendingan kerjasama dengan JNE diputus dah😂..sering order barang kena ekspedisi JNE..lamaa puolll dan bahkan barang gk dtg/hilang..ekspedisi yg paling menyebalkan😁🙏,1
"ga lagi belanja di tokopedia barang suka tidak terlacak lah apa lah ada ini paket udah 5 hari di 1 titik yha di jombang padahal pake Shopee cepet jir bug paket stak itu hapus aja sekalian gausah di lacak, bikin kesel aja mana kadang kadang kurir suka datang padahal paket masih di jakarta lah tanggerang lah",3
"Kurir rekomendasi anda sangat mengecewakan pelayanannya 👎🏻 Selama ini saya tidak pernah beri ulasan jelek, tapi kali ini maaf ya saya sangat kecewa dengan Tokopedia dan tim kurir rekomendasinya. Orderan saya dari tgl 1 April sampai 12 April belum tiba ditujuan",1
ok,5
"ongkirnya mahal dan jarang ada gratis ongkir,, pengguna pertama juga gk ada yg spesial banget..",1
gimana ini kacau banget.. tiba tiba tanpa ada notifikasi otp dll ada transaksi pembayaran bpjs dengan gopay letter gw.. dah gitu nominal nya gede pula.. udah laporan ke Tokopedia.care gak ada respon.. gimana ini solusinya.. tolong dong yang tanggung jawab.. ini gak ada notifikasi gak ada otp tapi pembayaran sukses.. rusak nih aplikasi,1
"marketplace ampas,, beli barang harga 200, ongkos kirim 150, pesanan dibatalkan sistem, uang yang dibalikin cma 200,, ongkos kirim gk dibalikin.. gk lagi2 deh pakai nih marketplace..",1
"knapa paylatter gk prnah bisa dipakai skr!!!cicilan gk prnah terlambat,jauh seblm jatuh tempo tlf2 tiap hari kayak apikasi pinjol ilegal yg takut gk dibayar!!!!",1
"maaf dari driver gojek untuk para konsumen, pickup gosend tokped di cancel sendiri oleh system bukan driver ya, karena. durasi waktu kejauhan untuk pickup kadang driver baru sampe ga lama cancel sendiri kasian driver pake bensin sendiri aplg yg ke mall mesti parkir dibayar driver jalan jauh naik lantai juga nyari toko akhirnya dicancel automatis dari system yang lebih buruk dari aplikasi gosend gojek dan Tokopedia, rating akan diperbaharui setelah ada penyelesaian atau penanganan pihak terkait",4
"gua mesen barang cuma sampe di proses terus, udah 2 kali, mau dibatalkan waktunya lama banget, ini gimana sih toko toko nya, saya butuh barang biru segera, bisa gasih batalkan dalam waktu 1 hari jika penjual tidak merespon",1
okee tokped mantap,5
jelek,1
lama bgt kirim nya udh 3 hari lebih,1
Semakin mantaafff,5
"agak riweuh proses daftarnya, sering gagal",4
Alhamdulillah membantu,5
"1 saya pesan item promo udah bayar 2 pesan minyak goreng dikirim cashing HP 3 lakukan komplain pengembalian barang dan uang 4 udah drop off ke JNE sering keluar notif : segera tanggapi komplainmu saya klik masuk diskusi ada boxnote : chat di kolom diskusi tidak dihitung sbg respon, klik bla bla bla tapi tidak ketemu apa yg harus diklik lalu saya harus ngapain?",1
mantap,5
good,5
saran saja. jangan pakai kurir si cepat. paket pada muter muter gak sampai sampai,4
"mohon tambahkan fitur / menu ""TERAKHIR DILIHAT"", seperti toko sebelah, agar memudahkan mencari lagi barang yang diinginkan tapi belum sempat masuk whistlist",4
"banyak pilihan produk, pilihan pembayaran dan pengiriman dan juga kemudahan pembayaran berbagai keperluan..",5
bertanggung jawab beda dengan jasa lainya dan banyak promo tiap harinya,5
mau coba dlu bsgus ga app,3
tingkat kan lagi dan tertibkan penjual yang tidak jujur atau tidak jelas,4
proses update sistem pengiriman ke konsumen terlalu lama,1
mantap semua lengkap,5
"terimakasih tokped karena makal ongkir dan minim promo, dgn begitu saya jd mikir2 untuk belanja d tokped dan memutuskan berhenti langganan d tokped. mudah2an tokped makin mahal ongkir dan makin minim promo supaya rakyat indonesia berhenti berbelanja d tokped.",1
"pengirimannya lambat banget banget , emang kaya gini ya tokped jelek amat",1
admin nya di chat sudah 2 hari tidak membalas pesan.fana sudah tertahan di Tokopedia selama 23 hari masih tidak bisa menarik saldo ke rekening,1
aplikasi banyak toko penipuan,1
sangat membantu..,5
pusat resolusi bisa berubah2 waktu yg ditetapkan,1
buat barang barang ok cuma ada brpa yg ga bisa cod,3
baik,4
"apa sih kurir belom aja dateng keruma tiba tiba diretur, terus komplain ke toped ditolak, gimana ini pihak toped care",1
tokopedia terbaik semogo mendapatkan rejeki yang berlimpah amin,5
best,5
Menyesal langganan PLUS 6 bulan tetap dikenakan biaya layanan dan biaya jasa aplikasi.,1
5bintang,5
kalau bisa tokopedia sediakan layanan pay latter via dana makasih,5
"ketemu penjual yg sengaja ulur waktu hingga batal otomatis, sudah request batal pesanan ke penjual tapi ditolak penjual. jadi nggu ga jelas 3 hari dikirim juga ga. lapor CS, bot yg jawab gajelas. makin kesini makin suram",1
untuk menghapus riwayat pembelian yg sudah selesai susah amat,3
"agak kecewa sama tokped, skrg udah susah cari liquid ditokped pake android",1
"mantap,recommended e commerce platform...!",5
mantul & smart,5
luas biasa,5
alhamdulillah aplksinya bagus banget,5
banyak toko yang menipu konsemen,1
hapus rekomendasi kurir sistem gk jelas udah berapa kali beli di retur mulu,3
simpel,5
Bagus,5
"hati2 kl complain soal sistem. gak Terima mrk. gue complain tengah mlm, pagi lgs gak bs bk review barang. complain am cs sengaja ngomong gak nyambung. pd gue tembak ini gue diblok y gr2 complain, alasannya sibuk. hebat loch sibuk sampe 5 hari . akhir-ny tadi gue cek baru bisa nich sistem. ternyata model ambek-an nich",1
"buka toko di tokopedia d jawab template terus.. perbanyak AI pecat karyawan yang banyak.. biar banyak *1, ngapain suruh chat ke tokopedia care?? justru karena di bales template terus makanya saya post *1 di sini..",1
tolong jangan hapus fitur tiket pesawat karena fitur tesebut bermanfaat bagi saya dan biaya layanan pun murah,1
2 kali pesen barang j&t tidak mengirimkan barang nya gua unistal apk ini,1
barangnya oke,5
good,5
login akun eror,1
"mudah dalam mencari segala kebutuhan, harga standar umum.",5
cepat dan praktis,5
"maaf,tapi aplikasi ini cuma spam gratis ongkir,kalah jauh sama toko online sebelah yg selalu discount besar""an di official store.tingkatkan lagi",1
"aduh ini ini kenapa saat ku buka tokopedia ko tiba-tiba log out account , saat masuk lagi malah ga bisa log in 😒 tolong perbaikin ya . saya lagi menunggu transaksi pengiriman soalnya",1
"Aku suka banget beli di sini mudah banget,GA ribet jangan lupa di download",5
sangat bagus,5
ok sangat membantu,5
sangat sulit unutuk mengajukan retrun,1
Merugikan pembeli ! kebanyakan membantu toko yang melakukan penipuan,1
"aku kecewa sekali ama tokopedia,pas aku buka tokopedia ada tulisan back home gak tahu nya tokopediaku jdi baru lagi dgan harus login lagi,padahal aku dah lama jadi peguna tokopedia,dan walapun akudaftarin lagi,no hp aku dah gak bisa buat bikin lagi,padahal udah aku coba berkali2 tetep gak bisa,terakhir aku masih ad belanjaan,aku gak tahu dah sampe ap blm....tolong lah tokopedia atas nama aku balikin lagi tokopediaku yg dulu,makasih",3
Shiappp,3
mantap,5
"Ongkirnya mahal, lebih mahal daripada harga barang",3
tidak ada diskon ongkir di aplikasi toko pedia,2
ok,5
memang mantap,5
mantab,5
semoga tokopedia aman dan amanah,4
belanja di Tokopedia sangat puas,5
"tolong diperbaiki bug penempatan titik pin alamat, karena sudah saya pas in dan simpan. pas dicek lagi tidak sesuai dengan titik tempat saya. Terima kasih",4
bagus apk,5
Tokopedia pengiriman tidak jelas tidak antar sudah 8 hari gak sampai² pengiriman lama banget terus lama tidak ada yang beli lagi Tokopedia gimana kurir JNE regular tidak mau antar gimana Tokopedia saya kecewa males beli Tokopedia,1
mantap lebih maju dr sblumnya,5
Mantap...,5
mudah,5
mantappp,5
puas,2
